OBJECTID_12,OBJECTID_1,OBJECTID,DISTRICT,DISTNAME,CAMPUS,CAMPNAME,STREET_MAI,CITY_MAIL,ZIP_MAIL,CITY,ZIP,CNTYNAME,REGION,GRADERANGE,GRADEGRP,VERIFY,INSTR_TYPE,STREET_M_1,ADJUST,Shape
742,742,3722,101912,HOUSTON ISD,101912247,YOUNG EL,3555 BELLFORT AVE,HOUSTON,77051,HOUSTON,77051,HARRIS COUNTY,4,EE-5,1,1,REGULAR,3555 BELLFORT AVE,Y,742
743,743,3723,101912,HOUSTON ISD,101912248,SUTTON EL,7402 ALBACORE DR,HOUSTON,77074,HOUSTON,77074,HARRIS COUNTY,4,EE-5,1,1,REGULAR,7402 ALBACORE DR,Y,743
744,744,3725,101912,HOUSTON ISD,101912249,TRAVIS EL,3311 BEAUCHAMP ST,HOUSTON,77009,HOUSTON,77009,HARRIS COUNTY,4,EE-5,1,1,REGULAR,3311 BEAUCHAMP ST,Y,744
745,745,3726,101912,HOUSTON ISD,101912251,TWAIN EL,3801 UNDERWOOD ST,HOUSTON,77025,HOUSTON,77025,HARRIS COUNTY,4,EE-5,1,1,REGULAR,3801 UNDERWOOD ST,Y,745
746,746,3727,101912,HOUSTON ISD,101912252,WAINWRIGHT EL,5330 MILWEE ST,HOUSTON,77092,HOUSTON,77092,HARRIS COUNTY,4,EE-5,1,1,REGULAR,5330 MILWEE ST,Y,746
747,747,3728,101912,HOUSTON ISD,101912253,WALNUT BEND EL,10620 BRIAR FOREST DR,HOUSTON,77042,HOUSTON,77042,HARRIS COUNTY,4,EE-5,1,1,REGULAR,10620 BRIAR FOREST DR,Y,747
748,748,3729,101912,HOUSTON ISD,101912254,WESLEY EL,800 DILLARD ST,HOUSTON,77091,HOUSTON,77091,HARRIS COUNTY,4,EE-5,1,1,REGULAR,800 DILLARD ST,Y,748
749,749,3730,101912,HOUSTON ISD,101912255,WEST UNIVERSITY EL,3756 UNIVERSITY BLVD,HOUSTON,77005,HOUSTON,77005,HARRIS COUNTY,4,"EE,KG-5",1,1,REGULAR,3756 UNIVERSITY BLVD,Y,749
750,750,3731,101912,HOUSTON ISD,101912256,WHARTON EL,900 W GRAY ST,HOUSTON,77019,HOUSTON,77019,HARRIS COUNTY,4,EE-6,1,1,REGULAR,900 W GRAY ST,Y,750
751,751,3732,101912,HOUSTON ISD,101912257,WHIDBY EL,7625 SPRINGHILL ST,HOUSTON,77021,HOUSTON,77021,HARRIS COUNTY,4,EE-5,1,1,REGULAR,7625 SPRINGHILL ST,Y,751
752,752,3733,101912,HOUSTON ISD,101912258,WHITTIER EL,10511 LACROSSE ST,HOUSTON,77029,HOUSTON,77029,HARRIS COUNTY,4,EE-5,1,0,REGULAR,10511 LACROSSE ST,Y,752
753,753,3734,101912,HOUSTON ISD,101912259,WILSON EL,2100 YUPON ST,HOUSTON,77006,HOUSTON,77006,HARRIS COUNTY,4,EE-5,1,1,REGULAR,2100 YUPON ST,Y,753
754,754,3735,101912,HOUSTON ISD,101912260,WINDSOR VILLAGE EL,14440 POLO ST,HOUSTON,77085,HOUSTON,77085,HARRIS COUNTY,4,EE-5,1,1,REGULAR,14440 POLO ST,Y,754
755,755,3736,101912,HOUSTON ISD,101912262,GRISSOM EL,4900 SIMSBROOK DR,HOUSTON,77045,HOUSTON,77045,HARRIS COUNTY,4,EE-6,1,1,REGULAR,4900 SIMSBROOK DR,Y,755
756,756,3737,101912,HOUSTON ISD,101912263,LAW EL,12401 S COAST DR,HOUSTON,77047,HOUSTON,77047,HARRIS COUNTY,4,EE-5,1,1,REGULAR,12401 S COAST DR,Y,756
757,757,3738,101912,HOUSTON ISD,101912264,MITCHELL EL,10900 GULFDALE DR,HOUSTON,77075,HOUSTON,77075,HARRIS COUNTY,4,EE-5,1,0,REGULAR,10900 GULFDALE DR,Y,757
758,758,3739,101912,HOUSTON ISD,101912265,PETERSEN EL,14404 WATERLOO DR,HOUSTON,77045,HOUSTON,77045,HARRIS COUNTY,4,EE-6,1,1,REGULAR,14404 WATERLOO DR,Y,758
759,759,3740,101912,HOUSTON ISD,101912267,WHITE EL,9001 TRIOLA LN,HOUSTON,77036,HOUSTON,77036,HARRIS COUNTY,4,EE-5,1,1,REGULAR,9001 TRIOLA LN,Y,759
760,760,3741,101912,HOUSTON ISD,101912268,BENBROOK EL,4026 BOLIN RD,HOUSTON,77092,HOUSTON,77092,HARRIS COUNTY,4,EE-5,1,1,REGULAR,4026 BOLIN RD,Y,760
761,761,3742,101912,HOUSTON ISD,101912269,SCROGGINS EL,400 BOYLES ST,HOUSTON,77020,HOUSTON,77020,HARRIS COUNTY,4,EE-5,1,1,REGULAR,400 BOYLES ST,Y,761
762,762,3743,101912,HOUSTON ISD,101912271,FOERSTER EL,14200 FONMEADOW DR,HOUSTON,77035,HOUSTON,77035,HARRIS COUNTY,4,EE-5,1,1,REGULAR,14200 FONMEADOW DR,Y,762
763,763,3745,101912,HOUSTON ISD,101912132,COOP EL,10130 ALDINE WESTFIELD RD,HOUSTON,77093,HOUSTON,77093,HARRIS COUNTY,4,EE-5,1,1,REGULAR,10130 ALDINE WESTFIELD RD,Y,763
764,764,3746,101912,HOUSTON ISD,101912133,CORNELIUS EL,7475 WESTOVER ST,HOUSTON,77087,HOUSTON,77087,HARRIS COUNTY,4,EE-5,1,1,REGULAR,7475 WESTOVER ST,Y,764
765,765,3747,101912,HOUSTON ISD,101912135,CROCKETT EL,2112 CROCKETT ST,HOUSTON,77007,HOUSTON,77007,HARRIS COUNTY,4,EE-6,1,1,REGULAR,2112 CROCKETT ST,Y,765
766,766,3748,101912,HOUSTON ISD,101912136,CUNNINGHAM EL,5100 GULFTON ST,HOUSTON,77081,HOUSTON,77081,HARRIS COUNTY,4,EE-5,1,1,REGULAR,5100 GULFTON ST,Y,766
767,767,3749,101912,HOUSTON ISD,101912137,DE CHAUMES EL,155 COOPER,HOUSTON,77076,HOUSTON,77076,HARRIS COUNTY,4,EE-5,1,1,REGULAR,155 COOPER,Y,767
768,768,3750,101912,HOUSTON ISD,101912138,DE ZAVALA EL,7521 AVE H,HOUSTON,77012,HOUSTON,77012,HARRIS COUNTY,4,EE-6,1,0,REGULAR,7521 AVE H,Y,768
769,769,3751,101912,HOUSTON ISD,101912139,DODSON EL,1808 SAMPSON ST,HOUSTON,77003,HOUSTON,77003,HARRIS COUNTY,4,EE-6,1,1,REGULAR,1808 SAMPSON ST,Y,769
770,770,3752,101912,HOUSTON ISD,101912140,DOGAN EL,4202 LIBERTY RD,HOUSTON,77026,HOUSTON,77026,HARRIS COUNTY,4,EE-6,1,1,REGULAR,4202 LIBERTY RD,Y,770
771,771,3753,101912,HOUSTON ISD,101912144,DURKEE EL,7301 NORDLING,HOUSTON,77076,HOUSTON,77076,HARRIS COUNTY,4,EE-5,1,1,REGULAR,7301 NORDLING,Y,771
772,772,3755,101912,HOUSTON ISD,101912147,ELIOT EL,6411 LAREDO ST,HOUSTON,77020,HOUSTON,77020,HARRIS COUNTY,4,EE-5,1,1,REGULAR,6411 LAREDO ST,Y,772
773,773,3756,101912,HOUSTON ISD,101912148,ELROD EL,6230 DUMFRIES DR,HOUSTON,77096,HOUSTON,77096,HARRIS COUNTY,4,EE-5,1,1,REGULAR,6230 DUMFRIES DR,Y,773
774,774,3757,101912,HOUSTON ISD,101912149,EMERSON EL,9533 SKYLINE DR,HOUSTON,77063,HOUSTON,77063,HARRIS COUNTY,4,EE-5,1,1,REGULAR,9533 SKYLINE DR,Y,774
775,775,3758,101912,HOUSTON ISD,101912151,BELL EL,12323 SHAFTSBURY DR,HOUSTON,77031,HOUSTON,77031,HARRIS COUNTY,4,EE-5,1,1,REGULAR,12323 SHAFTSBURY DR,Y,775
776,776,3759,101912,HOUSTON ISD,101912152,FIELD EL,703 E 17TH ST,HOUSTON,77008,HOUSTON,77008,HARRIS COUNTY,4,EE-5,1,1,REGULAR,703 E 17TH ST,Y,776
777,777,3760,101912,HOUSTON ISD,101912153,FONDREN EL,12405 CARLSBAD ST,HOUSTON,77085,HOUSTON,77085,HARRIS COUNTY,4,EE-6,1,1,REGULAR,12405 CARLSBAD ST,Y,777
778,778,3761,101912,HOUSTON ISD,101912154,FOSTER EL,3919 WARD ST,HOUSTON,77021,HOUSTON,77021,HARRIS COUNTY,4,EE-5,1,1,REGULAR,3919 WARD ST,Y,778
779,779,3762,101912,HOUSTON ISD,101912155,FRANKLIN EL,7101 CANAL ST,HOUSTON,77011,HOUSTON,77011,HARRIS COUNTY,4,EE-6,1,1,REGULAR,7101 CANAL ST,Y,779
780,780,3763,101912,HOUSTON ISD,101912156,FROST EL,5650 SELINSKY RD,HOUSTON,77048,HOUSTON,77048,HARRIS COUNTY,4,EE-5,1,1,REGULAR,5650 SELINSKY RD,Y,780
781,781,3764,101912,HOUSTON ISD,101912157,GARDEN OAKS EL,901 SUE BARNETT DR,HOUSTON,77018,HOUSTON,77018,HARRIS COUNTY,4,EE-6,1,1,REGULAR,901 SUE BARNETT DR,Y,781
782,782,3765,101912,HOUSTON ISD,101912159,GOLFCREST EL,7414 FAIRWAY DR,HOUSTON,77087,HOUSTON,77087,HARRIS COUNTY,4,EE-5,1,1,REGULAR,7414 FAIRWAY DR,Y,782
783,783,3766,101912,HOUSTON ISD,101912160,GORDON EL,6300 AVE B,BELLAIRE,77401,BELLAIRE,77401,HARRIS COUNTY,4,EE-5,1,1,REGULAR,6300 AVE B,Y,783
784,784,3767,101912,HOUSTON ISD,101912162,GREGG EL,6701 ROXBURY,HOUSTON,77087,HOUSTON,77087,HARRIS COUNTY,4,EE-5,1,1,REGULAR,6701 ROXBURY,Y,784
785,785,3768,101912,HOUSTON ISD,101912163,SUGAR GROVE EL,8405 BONHOMME,HOUSTON,77074,HOUSTON,77074,HARRIS COUNTY,4,EE-5,1,1,REGULAR,8405 BONHOMME,Y,785
786,786,3769,101912,HOUSTON ISD,101912166,HARRIS J R EL,801 BROADWAY ST,HOUSTON,77012,HOUSTON,77012,HARRIS COUNTY,4,EE-5,1,0,REGULAR,801 BROADWAY ST,Y,786
787,787,3770,101912,HOUSTON ISD,101912167,HARRIS R P EL,1262 MAE DR,HOUSTON,77015,HOUSTON,77015,HARRIS COUNTY,4,EE-5,1,0,REGULAR,1262 MAE DR,Y,787
788,788,3771,101912,HOUSTON ISD,101912168,HARTSFIELD EL,5001 PERRY ST,HOUSTON,77021,HOUSTON,77021,HARRIS COUNTY,4,EE-5,1,1,REGULAR,5001 PERRY ST,Y,788
789,789,3772,101912,HOUSTON ISD,101912169,HARVARD EL,810 HARVARD ST,HOUSTON,77007,HOUSTON,77007,HARRIS COUNTY,4,EE-5,1,1,REGULAR,810 HARVARD ST,Y,789
790,790,3773,101912,HOUSTON ISD,101912170,HELMS EL,503 W 21ST ST,HOUSTON,77008,HOUSTON,77008,HARRIS COUNTY,4,EE-5,1,1,REGULAR,503 W 21ST ST,Y,790
791,791,3774,101912,HOUSTON ISD,101912171,HENDERSON J EL,1800 DISMUKE,HOUSTON,77023,HOUSTON,77023,HARRIS COUNTY,4,EE-5,1,1,REGULAR,1800 DISMUKE,Y,791
792,792,3776,101912,HOUSTON ISD,101912172,HENDERSON N EL,701 SOLO ST,HOUSTON,77020,HOUSTON,77020,HARRIS COUNTY,4,EE-6,1,1,REGULAR,701 SOLO ST,Y,792
793,793,3777,101912,HOUSTON ISD,101912173,HEROD EL,5627 JASON ST,HOUSTON,77096,HOUSTON,77096,HARRIS COUNTY,4,EE-5,1,1,REGULAR,5627 JASON ST,Y,793
794,794,3778,101912,HOUSTON ISD,101912174,HIGHLAND HTS EL,865 PAUL QUINN ST,HOUSTON,77091,HOUSTON,77091,HARRIS COUNTY,4,EE-5,1,1,REGULAR,865 PAUL QUINN ST,Y,794
795,795,3779,101912,HOUSTON ISD,101912203,MADING EL,8511 CRESTMONT ST,HOUSTON,77033,HOUSTON,77033,HARRIS COUNTY,4,EE-5,1,1,REGULAR,8511 CRESTMONT ST,Y,795
796,796,3780,101912,HOUSTON ISD,101912204,MEMORIAL EL,6401 ARNOT ST,HOUSTON,77007,HOUSTON,77007,HARRIS COUNTY,4,EE-6,1,1,REGULAR,6401 ARNOT ST,Y,796
797,797,3781,101912,HOUSTON ISD,101912273,ASHFORD EL,1815 SHANNON VLY DR,HOUSTON,77077,HOUSTON,77077,HARRIS COUNTY,4,EE-4,1,1,REGULAR,1815 SHANNON VLY DR,Y,797
798,798,3782,101912,HOUSTON ISD,101912274,ASKEW EL,11200 WOOD LODGE DR,HOUSTON,77077,HOUSTON,77077,HARRIS COUNTY,4,EE-4,1,1,REGULAR,11200 WOOD LODGE DR,Y,798
799,799,3783,101912,HOUSTON ISD,101912275,BARBARA BUSH EL,13800 WESTERLOCH DR,HOUSTON,77077,HOUSTON,77077,HARRIS COUNTY,4,EE-5,1,1,REGULAR,13800 WESTERLOCH DR,Y,799
800,800,3784,101912,HOUSTON ISD,101912279,TIJERINA EL,6501 SHERMAN ST,HOUSTON,77011,HOUSTON,77011,HARRIS COUNTY,4,EE-6,1,1,REGULAR,6501 SHERMAN ST,Y,800
801,801,3785,101912,HOUSTON ISD,101912281,SANCHEZ EL,2700 BERKLEY ST,HOUSTON,77012,HOUSTON,77012,HARRIS COUNTY,4,EE-5,1,0,REGULAR,2700 BERKLEY ST,Y,801
802,802,3786,101912,HOUSTON ISD,101912282,GREGORY-LINCOLN ED CTR,1101 TAFT ST,HOUSTON,77019,HOUSTON,77019,HARRIS COUNTY,4,EE-5,1,1,REGULAR,1101 TAFT ST,Y,802
803,803,3787,101912,HOUSTON ISD,101912283,GARCIA EL,9550 ALDINE WESTFIELD RD,HOUSTON,77093,HOUSTON,77093,HARRIS COUNTY,4,EE-5,1,1,REGULAR,9550 ALDINE WESTFIELD RD,Y,803
804,804,3788,101912,HOUSTON ISD,101912285,VALLEY WEST EL,10707 S GESSNER DR,HOUSTON,77071,HOUSTON,77071,HARRIS COUNTY,4,EE-5,1,1,REGULAR,10707 S GESSNER DR,Y,804
805,805,3789,101912,HOUSTON ISD,101912286,HERRERA EL,525 BENNINGTON ST,HOUSTON,77022,HOUSTON,77022,HARRIS COUNTY,4,EE-5,1,1,REGULAR,525 BENNINGTON ST,Y,805
806,806,3790,101912,HOUSTON ISD,101912287,CAGE EL,4528 LEELAND ST,HOUSTON,77023,HOUSTON,77023,HARRIS COUNTY,4,EE-5,1,1,REGULAR,4528 LEELAND ST,Y,806
807,807,3791,101912,HOUSTON ISD,101912289,MARTINEZ C EL,901 HAYES ST,HOUSTON,77009,HOUSTON,77009,HARRIS COUNTY,4,EE-5,1,1,REGULAR,901 HAYES ST,Y,807
808,808,3792,101912,HOUSTON ISD,101912290,CRESPO EL,7500 OFFICE CITY DR,HOUSTON,77012,HOUSTON,77012,HARRIS COUNTY,4,EE-5,1,1,REGULAR,7500 OFFICE CITY DR,Y,808
809,809,3793,101912,HOUSTON ISD,101912291,GALLEGOS EL,7415 HARRISBURG BLVD,HOUSTON,77011,HOUSTON,77011,HARRIS COUNTY,4,EE-5,1,1,REGULAR,7415 HARRISBURG BLVD,Y,809
810,810,3794,101912,HOUSTON ISD,101912292,CARRILLO EL,960 S WAYSIDE DR,HOUSTON,77023,HOUSTON,77023,HARRIS COUNTY,4,EE-5,1,1,REGULAR,960 S WAYSIDE DR,Y,810
811,811,3795,101912,HOUSTON ISD,101912295,BENAVIDEZ EL,6262 GULFTON ST,HOUSTON,77081,HOUSTON,77081,HARRIS COUNTY,4,EE-5,1,1,REGULAR,6262 GULFTON ST,Y,811
812,812,3796,101912,HOUSTON ISD,101912297,DAVILA EL,7610 DAHLIA ST,HOUSTON,77012,HOUSTON,77012,HARRIS COUNTY,4,EE-5,1,0,REGULAR,7610 DAHLIA ST,Y,812
813,813,3797,101912,HOUSTON ISD,101912298,MARTINEZ R EL,7211 MARKET ST,HOUSTON,77020,HOUSTON,77020,HARRIS COUNTY,4,EE-5,1,1,REGULAR,7211 MARKET ST,Y,813
814,814,3798,101912,HOUSTON ISD,101912299,A A MILNE EL,7800 PORTAL DR,HOUSTON,77071,HOUSTON,77071,HARRIS COUNTY,4,EE-5,1,1,REGULAR,7800 PORTAL DR,Y,814
815,815,3799,101912,HOUSTON ISD,101912301,EASTWOOD ACADEMY,1315 DUMBLE,HOUSTON,77023,HOUSTON,77023,HARRIS COUNTY,4,12-Sep,4,1,REGULAR,1315 DUMBLE,Y,815
816,816,3800,101912,HOUSTON ISD,101912360,BELLFORT ACADEMY,7647 BELLFORT,HOUSTON,77061,HOUSTON,77061,HARRIS COUNTY,4,5-Apr,1,0,REGULAR,7647 BELLFORT,Y,816
817,817,3801,101912,HOUSTON ISD,101912371,YOUNG SCHOLARS ACADEMY FOR EXCELLENCE,1809 LOUISIANA,HOUSTON,77002,HOUSTON,77002,HARRIS COUNTY,4,PK-3,1,1,REGULAR,1809 LOUISIANA,Y,817
818,818,3802,101912,HOUSTON ISD,101912380,A D S D P,3233 WESLAYAN,HOUSTON,77027,HOUSTON,77027,HARRIS COUNTY,4,EE,1,1,REGULAR,3233 WESLAYAN,Y,818
819,819,3803,101913,HUMBLE ISD,101913001,HUMBLE H S,1700 WILSON RD,HUMBLE,77338,HUMBLE,77338,HARRIS COUNTY,4,12-Sep,4,0,REGULAR,1700 WILSON RD,Y,819
820,820,3804,101913,HUMBLE ISD,101913002,KINGWOOD H S,2701 KINGWOOD DR,KINGWOOD,77339,KINGWOOD,77339,HARRIS COUNTY,4,12-Sep,4,0,REGULAR,2701 KINGWOOD DR,Y,820
821,821,3805,101913,HUMBLE ISD,101913005,QUEST H S,18901 TIMBERFOREST DR,HUMBLE,77346,HUMBLE,77346,HARRIS COUNTY,4,12-Sep,4,1,REGULAR,18901 TIMBERFOREST DR,Y,821
822,822,3806,101913,HUMBLE ISD,101913041,HUMBLE MIDDLE,11207 WILL CLAYTON,HUMBLE,77346,HUMBLE,77346,HARRIS COUNTY,4,8-Jun,2,0,REGULAR,11207 WILL CLAYTON,Y,822
823,823,3807,101913,HUMBLE ISD,101913042,KINGWOOD MIDDLE,3000 WOODLAND HILLS DR,KINGWOOD,77339,KINGWOOD,77339,HARRIS COUNTY,4,8-Jun,2,0,REGULAR,3000 WOODLAND HILLS DR,Y,823
824,824,3808,101913,HUMBLE ISD,101913043,CREEKWOOD MIDDLE,3603 LK HOUSTON PKWY,KINGWOOD,77339,KINGWOOD,77339,HARRIS COUNTY,4,8-Jun,2,0,REGULAR,3603 LK HOUSTON PKWY,Y,824
825,825,3809,101913,HUMBLE ISD,101913044,ATASCOCITA MIDDLE,18810 W LK HOUSTON PKY,HUMBLE,77346,HUMBLE,77346,HARRIS COUNTY,4,8-Jun,2,0,REGULAR,18810 W LK HOUSTON PKY,Y,825
826,826,3810,101913,HUMBLE ISD,101913045,RIVERWOOD MIDDLE,2910 HIGH VLY,KINGWOOD,77345,KINGWOOD,77345,HARRIS COUNTY,4,8-Jun,2,0,REGULAR,2910 HIGH VLY,Y,826
827,827,3811,101913,HUMBLE ISD,101913101,HUMBLE EL,20252 FIELDTREE DR,HUMBLE,77338,HUMBLE,77338,HARRIS COUNTY,4,EE-5,1,0,REGULAR,20252 FIELDTREE DR,Y,827
828,828,3812,101913,HUMBLE ISD,101913102,LAKELAND EL,1500 MONTGOMERY LN,HUMBLE,77338,HUMBLE,77338,HARRIS COUNTY,4,EE-5,1,0,REGULAR,1500 MONTGOMERY LN,Y,828
829,829,3813,101913,HUMBLE ISD,101913103,NORTH BELT EL,8105 N BELT DR,HUMBLE,77396,HUMBLE,77396,HARRIS COUNTY,4,EE-5,1,0,REGULAR,8105 N BELT DR,Y,829
830,830,3814,101913,HUMBLE ISD,101913104,FOSTER EL,1800 TRAILWOOD VILLAGE DR,KINGWOOD,77339,KINGWOOD,77339,HARRIS COUNTY,4,EE-5,1,0,REGULAR,1800 TRAILWOOD VILLAGE DR,Y,830
831,831,3815,101913,HUMBLE ISD,101913105,WOODLAND HILLS EL,2222 TREE LN,KINGWOOD,77339,KINGWOOD,77339,HARRIS COUNTY,4,EE-5,1,0,REGULAR,2222 TREE LN,Y,831
832,832,3816,101913,HUMBLE ISD,101913106,BEAR BRANCH EL,3500 GARDEN LK,KINGWOOD,77339,KINGWOOD,77339,HARRIS COUNTY,4,EE-5,1,0,REGULAR,3500 GARDEN LK,Y,832
833,833,3817,101913,HUMBLE ISD,101913107,ELM GROVE EL,2815 CLEAR RDG DR,KINGWOOD,77339,KINGWOOD,77339,HARRIS COUNTY,4,EE-5,1,0,REGULAR,2815 CLEAR RDG DR,Y,833
834,834,3818,101913,HUMBLE ISD,101913108,OAKS EL,5858 UPPER LK DR,HUMBLE,77346,HUMBLE,77346,HARRIS COUNTY,4,EE-5,1,1,REGULAR,5858 UPPER LK DR,Y,834
835,835,3819,101913,HUMBLE ISD,101913109,GREENTREE EL,3502 BROOKSHADOW DR,KINGWOOD,77339,KINGWOOD,77339,HARRIS COUNTY,4,EE-5,1,0,REGULAR,3502 BROOKSHADOW DR,Y,835
836,836,3820,101913,HUMBLE ISD,101913110,TIMBERS EL,6910 LONESOME WOODS TRL,HUMBLE,77346,HUMBLE,77346,HARRIS COUNTY,4,EE-5,1,0,REGULAR,6910 LONESOME WOODS TRL,Y,836
837,837,3821,101913,HUMBLE ISD,101913111,PINEFOREST EL,19702 W LK HOUSTON PKY,HUMBLE,77346,HUMBLE,77346,HARRIS COUNTY,4,EE-5,1,0,REGULAR,19702 W LK HOUSTON PKY,Y,837
838,838,3822,101913,HUMBLE ISD,101913112,DEERWOOD EL,2920 FOREST GARDEN DR,KINGWOOD,77345,KINGWOOD,77345,HARRIS COUNTY,4,EE-5,1,0,REGULAR,2920 FOREST GARDEN DR,Y,838
839,839,3823,101913,HUMBLE ISD,101913113,WILLOW CREEK EL,2002 WILLOW TER,KINGWOOD,77345,KINGWOOD,77345,HARRIS COUNTY,4,EE-5,1,0,REGULAR,2002 WILLOW TER,Y,839
840,840,3824,101913,HUMBLE ISD,101913114,HIDDEN HOLLOW EL,4104 APPALACHIAN TRL,KINGWOOD,77345,KINGWOOD,77345,HARRIS COUNTY,4,EE-5,1,0,REGULAR,4104 APPALACHIAN TRL,Y,840
841,841,3825,101913,HUMBLE ISD,101913115,WHISPERING PINES EL,17321 WOODLAND HILLS DR,HUMBLE,77346,HUMBLE,77346,HARRIS COUNTY,4,EE-5,1,0,REGULAR,17321 WOODLAND HILLS DR,Y,841
842,842,3826,101913,HUMBLE ISD,101913116,SHADOW FOREST EL,2300 MILLS BRANCH DR,KINGWOOD,77345,KINGWOOD,77345,HARRIS COUNTY,4,EE-5,1,0,REGULAR,2300 MILLS BRANCH DR,Y,842
843,843,3827,101913,HUMBLE ISD,101913117,JACK M FIELDS SR EL,2505 S HOUSTON AVE,HUMBLE,77396,HUMBLE,77396,HARRIS COUNTY,4,EE-5,1,0,REGULAR,2505 S HOUSTON AVE,Y,843
844,844,3828,101913,HUMBLE ISD,101913118,OAK FOREST EL,6500 KINGWOOD GLEN,HUMBLE,77346,HUMBLE,77346,HARRIS COUNTY,4,EE-5,1,1,REGULAR,6500 KINGWOOD GLEN,Y,844
845,845,3829,101913,HUMBLE ISD,101913199,EARLY LEARNING WING,18901 TIMBERFOREST DR,HUMBLE,77346,HUMBLE,77346,HARRIS COUNTY,4,EE-5,1,1,ALTERNATIVE,18901 TIMBERFOREST DR,Y,845
846,846,3830,101914,KATY ISD,101914001,KATY H S,6331 HWY BLVD,KATY,77494,KATY,77494,HARRIS COUNTY,4,12-Sep,4,0,REGULAR,6331 HWY BLVD,Y,846
847,847,3831,101914,KATY ISD,101914002,TAYLOR H S,20700 KINGSLAND BLVD,KATY,77450,KATY,77450,HARRIS COUNTY,4,12-Sep,4,0,REGULAR,20700 KINGSLAND BLVD,Y,847
848,848,3832,101914,KATY ISD,101914005,MAYDE CREEK H S,19202 GROSCHKE RD,HOUSTON,77084,HOUSTON,77084,HARRIS COUNTY,4,12-Sep,4,0,REGULAR,19202 GROSCHKE RD,Y,848
849,849,3833,101914,KATY ISD,101914041,KATY J H,5350 FRANZ RD,KATY,77493,KATY,77493,HARRIS COUNTY,4,8-Jun,2,0,REGULAR,5350 FRANZ RD,Y,849
850,850,3834,101914,KATY ISD,101914042,WEST MEMORIAL J H,22311 PROVINCIAL BLVD,KATY,77450,KATY,77450,HARRIS COUNTY,4,8-Jun,2,0,REGULAR,22311 PROVINCIAL BLVD,Y,850
851,851,3835,101914,KATY ISD,101914043,MAYDE CREEK J H,2700 GREENHOUSE RD,HOUSTON,77084,HOUSTON,77084,HARRIS COUNTY,4,8-Jun,2,0,REGULAR,2700 GREENHOUSE RD,Y,851
852,852,3836,101914,KATY ISD,101914044,MEMORIAL PARKWAY J H,21203 HIGHLAND KNOLLS,KATY,77450,KATY,77450,HARRIS COUNTY,4,8-Jun,2,0,REGULAR,21203 HIGHLAND KNOLLS,Y,852
853,853,3837,101914,KATY ISD,101914045,T H MCDONALD J H,3635 LAKES OF BRIDGEWATER DR,KATY,77449,KATY,77449,HARRIS COUNTY,4,8-Jun,2,0,REGULAR,3635 LAKES OF BRIDGEWATER DR,Y,853
854,854,3838,101914,KATY ISD,101914101,MAURICE L WOLFE ELEMENTARY,502 ADDICKS-HOWELL RD,HOUSTON,77079,HOUSTON,77079,HARRIS COUNTY,4,KG-5,1,1,REGULAR,502 ADDICKS-HOWELL RD,Y,854
855,855,3839,101914,KATY ISD,101914102,KATY EL,5726 GEORGE BUSH AVE,KATY,77493,KATY,77493,HARRIS COUNTY,4,EE-5,1,0,REGULAR,5726 GEORGE BUSH AVE,Y,855
856,856,3840,101914,KATY ISD,101914103,WEST MEMORIAL EL,22605 PROVINCIAL BLVD,KATY,77450,KATY,77450,HARRIS COUNTY,4,EE-5,1,0,REGULAR,22605 PROVINCIAL BLVD,Y,856
857,857,3841,101914,KATY ISD,101914104,MEMORIAL PARKWAY EL,21603 PARK TREE LN,KATY,77450,KATY,77450,HARRIS COUNTY,4,"EE,KG-5",1,0,REGULAR,21603 PARK TREE LN,Y,857
858,858,3842,101914,KATY ISD,101914105,ZELMA HUTSELL EL,5360 FRANZ RD,KATY,77493,KATY,77493,HARRIS COUNTY,4,EE-5,1,0,REGULAR,5360 FRANZ RD,Y,858
859,859,3843,101914,KATY ISD,101914106,BEAR CREEK EL,4815 HICKORY DOWNS DR,HOUSTON,77084,HOUSTON,77084,HARRIS COUNTY,4,EE-5,1,1,REGULAR,4815 HICKORY DOWNS DR,Y,859
860,860,3844,101914,KATY ISD,101914107,CIMARRON ELEMENTARY,1100 S PEEK RD,KATY,77494,KATY,77494,HARRIS COUNTY,4,"EE,KG-5",1,0,REGULAR,1100 S PEEK RD,Y,860
861,861,3845,101914,KATY ISD,101914108,DIANE WINBORN EL,22555 PRINCE GEORGE,KATY,77449,KATY,77449,HARRIS COUNTY,4,EE-5,1,0,REGULAR,22555 PRINCE GEORGE,Y,861
862,862,3846,101914,KATY ISD,101914109,NOTTINGHAM COUNTRY EL,20500 KINGSLAND BLVD,KATY,77450,KATY,77450,HARRIS COUNTY,4,"EE,KG-5",1,0,REGULAR,20500 KINGSLAND BLVD,Y,862
863,863,3847,101914,KATY ISD,101914110,SUNDOWN EL,20100 SAUMS RD,KATY,77449,KATY,77449,HARRIS COUNTY,4,EE-5,1,0,REGULAR,20100 SAUMS RD,Y,863
864,864,3848,101914,KATY ISD,101914111,MAYDE CREEK EL,2698 GREENHOUSE RD,HOUSTON,77084,HOUSTON,77084,HARRIS COUNTY,4,EE-5,1,0,REGULAR,2698 GREENHOUSE RD,Y,864
